OMIM	efo_uri	efo_label
617664	http://www.orpha.net/ORDO/Orphanet_35696	Mitochondrial disorder due to a defect in mitochondrial protein synthesis
617228	http://www.orpha.net/ORDO/Orphanet_35696	Mitochondrial disorder due to a defect in mitochondrial protein synthesis
MTHU017601	http://www.ebi.ac.uk/efo/EFO_1001001	keratoconjunctivitis sicca
206700	http://www.orpha.net/ORDO/Orphanet_1065	Aniridia - cerebellar ataxia - intellectual disability
243800	http://www.orpha.net/ORDO/Orphanet_2315	Johanson-Blizzard syndrome
260450	http://www.orpha.net/ORDO/Orphanet_2315	Johanson-Blizzard syndrome
137200	http://www.orpha.net/ORDO/Orphanet_324442	Autosomal recessive axonal neuropathy with neuromyotonia
607684	http://www.orpha.net/ORDO/Orphanet_99939	Autosomal dominant Charcot-Marie-Tooth disease type 2E
614751	http://www.orpha.net/ORDO/Orphanet_139536	Distal hereditary motor neuropathy type 5
600794	http://www.orpha.net/ORDO/Orphanet_139536	Distal hereditary motor neuropathy type 5
277380	http://www.orpha.net/ORDO/Orphanet_79284	Methylmalonic acidemia with homocystinuria type cblF
606369	http://www.orpha.net/ORDO/Orphanet_2382	Lennox-Gastaut syndrome
615369	http://www.orpha.net/ORDO/Orphanet_2382	Lennox-Gastaut syndrome
153640	http://www.orpha.net/ORDO/Orphanet_140957	Autosomal dominant macrothrombocytopenia
187900	http://www.orpha.net/ORDO/Orphanet_140957	Autosomal dominant macrothrombocytopenia
187800	http://www.orpha.net/ORDO/Orphanet_140957	Autosomal dominant macrothrombocytopenia
613112	http://www.orpha.net/ORDO/Orphanet_140957	Autosomal dominant macrothrombocytopenia
615193	http://www.orpha.net/ORDO/Orphanet_140957	Autosomal dominant macrothrombocytopenia
601612	http://www.orpha.net/ORDO/Orphanet_1120	Lung agenesis - heart defect - thumb anomalies
215140	http://www.orpha.net/ORDO/Orphanet_1426	Greenberg dysplasia
603358	http://www.orpha.net/ORDO/Orphanet_53693	GRACILE syndrome
604757	http://www.orpha.net/ORDO/Orphanet_1541	Craniosynostosis, Boston type
176920	http://www.orpha.net/ORDO/Orphanet_744	Proteus syndrome
182990	http://www.orpha.net/ORDO/Orphanet_2356	Arachnoid cyst
207790	http://www.orpha.net/ORDO/Orphanet_2356	Arachnoid cyst
612781	http://www.orpha.net/ORDO/Orphanet_231671	Isolated growth hormone deficiency type IB
607932	http://www.orpha.net/ORDO/Orphanet_139471	Microphthalmia with brain and digit anomalies
611225	http://www.orpha.net/ORDO/Orphanet_209951	Autosomal recessive spastic paraplegia type 18
236130	http://www.orpha.net/ORDO/Orphanet_2168	Homocarnosinosis
221995	http://www.orpha.net/ORDO/Orphanet_3145	Nephrogenic diabetes insipidus - intracranial calcification
603585	http://www.orpha.net/ORDO/Orphanet_238459	SLC35A1-CDG
278780	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278700	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278740	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278730	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
610651	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278750	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278800	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278760	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
278720	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
194400	http://www.orpha.net/ORDO/Orphanet_910	Xeroderma pigmentosum
148190	http://www.orpha.net/ORDO/Orphanet_2334	Autosomal dominant keratitis
300243	http://www.orpha.net/ORDO/Orphanet_85278	Christianson syndrome
210250	http://www.orpha.net/ORDO/Orphanet_2882	Sitosterolemia
223370	http://www.orpha.net/ORDO/Orphanet_235	Dubowitz syndrome
278250	http://www.orpha.net/ORDO/Orphanet_2834	Wrinkly skin syndrome
608600	http://www.orpha.net/ORDO/Orphanet_79084	Familial partial lipodystrophy, Köbberling type
608328	http://www.orpha.net/ORDO/Orphanet_2084	Glaucoma - ectopia - microspherophakia - stiff joints - short stature
614307	http://www.orpha.net/ORDO/Orphanet_79095	Congenital bile acid synthesis defect type 4
214950	http://www.orpha.net/ORDO/Orphanet_79095	Congenital bile acid synthesis defect type 4
202300	http://www.ebi.ac.uk/efo/EFO_1000796	adrenal cortex carcinoma
312860	http://www.orpha.net/ORDO/Orphanet_1514	Craniodigital syndrome - intellectual disability
164210	http://www.orpha.net/ORDO/Orphanet_374	Goldenhar syndrome
251850	http://www.orpha.net/ORDO/Orphanet_2290	Microvillus inclusion disease
277900	http://www.orpha.net/ORDO/Orphanet_905	Wilson disease
266150	http://www.ebi.ac.uk/efo/EFO_1001142	pyruvate carboxylase deficiency disease
614111	http://www.orpha.net/ORDO/Orphanet_255138	Pyruvate dehydrogenase E1-beta deficiency
270850	http://www.orpha.net/ORDO/Orphanet_2818	Spastic paraplegia - glaucoma - intellectual disability
107480	http://www.orpha.net/ORDO/Orphanet_857	Townes-Brocks syndrome
617466	http://www.orpha.net/ORDO/Orphanet_857	Townes-Brocks syndrome
252920	http://www.orpha.net/ORDO/Orphanet_79270	Sanfilippo syndrome type B
260350	http://www.ebi.ac.uk/efo/EFO_0003860	pancreatic neoplasm
613811	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2
612389	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2
277470	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2
617026	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2
612390	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2
607602	http://www.orpha.net/ORDO/Orphanet_281139	Annular epidermolytic ichthyosis
223360	http://www.orpha.net/ORDO/Orphanet_230	Dopamine beta-hydroxylase deficiency
600269	http://www.orpha.net/ORDO/Orphanet_2832	Short tarsus - absence of lower eyelashes
607015	http://www.orpha.net/ORDO/Orphanet_93476	Hurler-Scheie syndrome
615980	http://www.orpha.net/ORDO/Orphanet_98306	Familial partial lipodystrophy
615238	http://www.orpha.net/ORDO/Orphanet_98306	Familial partial lipodystrophy
606721	http://www.orpha.net/ORDO/Orphanet_98306	Familial partial lipodystrophy
614225	http://www.orpha.net/ORDO/Orphanet_2510	Micro syndrome
615663	http://www.orpha.net/ORDO/Orphanet_2510	Micro syndrome
614222	http://www.orpha.net/ORDO/Orphanet_2510	Micro syndrome
600118	http://www.orpha.net/ORDO/Orphanet_2510	Micro syndrome
607501	http://www.ebi.ac.uk/efo/EFO_0005296	migraine without aura
192950	http://www.orpha.net/ORDO/Orphanet_178382	Congenital vertical talus
615528	http://www.orpha.net/ORDO/Orphanet_391411	Atypical juvenile parkinsonism
615530	http://www.orpha.net/ORDO/Orphanet_391411	Atypical juvenile parkinsonism
209950	http://www.orpha.net/ORDO/Orphanet_99898	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency
225060	http://www.orpha.net/ORDO/Orphanet_3253	Zlotogora-Ogur syndrome
308230	http://www.orpha.net/ORDO/Orphanet_101088	X-linked hyper-IgM syndrome
207740	http://www.orpha.net/ORDO/Orphanet_2926	Polyneuropathy - hand defect
300262	http://www.orpha.net/ORDO/Orphanet_85273	X-linked intellectual disability, Abidi type
614702	http://www.orpha.net/ORDO/Orphanet_314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
500006	http://www.orpha.net/ORDO/Orphanet_217587	Mitochondrial disease with hypertrophic cardiomyopathy
618397	http://purl.obolibrary.org/obo/MONDO_0000732	combined oxidative phosphorylation deficiency
618329	http://purl.obolibrary.org/obo/MONDO_0000732	combined oxidative phosphorylation deficiency
618378	http://purl.obolibrary.org/obo/MONDO_0000732	combined oxidative phosphorylation deficiency
255600	http://www.orpha.net/ORDO/Orphanet_289380	Myosclerosis
252650	http://www.orpha.net/ORDO/Orphanet_578	Mucolipidosis type IV
245010	http://www.orpha.net/ORDO/Orphanet_2342	Haim-Munk syndrome
243600	http://www.orpha.net/ORDO/Orphanet_1201	Atresia of small intestine
253310	http://www.orpha.net/ORDO/Orphanet_1486	Lethal congenital contracture syndrome type 1
601596	http://www.orpha.net/ORDO/Orphanet_99949	Charcot-Marie-Tooth disease type 4C
607014	http://www.orpha.net/ORDO/Orphanet_93473	Hurler syndrome
613641	http://www.orpha.net/ORDO/Orphanet_254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B
161400	http://www.ebi.ac.uk/efo/EFO_0000614	narcolepsy with cataplexy
614250	http://www.ebi.ac.uk/efo/EFO_0000614	narcolepsy with cataplexy
218550	http://www.orpha.net/ORDO/Orphanet_1533	Craniosynostosis - fibular aplasia
249620	http://www.orpha.net/ORDO/Orphanet_2728	Blepharophimosis-intellectual disability syndrome, Ohdo type
180849	http://www.orpha.net/ORDO/Orphanet_353277	Rubinstein-Taybi syndrome due to CREBBP mutations
551500	http://www.orpha.net/ORDO/Orphanet_644	NARP syndrome
600886	http://www.orpha.net/ORDO/Orphanet_163	Hereditary hyperferritinemia with congenital cataracts
220220	http://www.orpha.net/ORDO/Orphanet_1566	Dandy-Walker malformation - postaxial polydactyly
188580	http://www.orpha.net/ORDO/Orphanet_79102	Thyrotoxic periodic paralysis
613239	http://www.orpha.net/ORDO/Orphanet_79102	Thyrotoxic periodic paralysis
614834	http://www.orpha.net/ORDO/Orphanet_79102	Thyrotoxic periodic paralysis
211910	http://www.orpha.net/ORDO/Orphanet_1327	Camptodactyly syndrome, Guadalajara type 1
138770	http://www.orpha.net/ORDO/Orphanet_2090	GMS syndrome
278760	http://www.orpha.net/ORDO/Orphanet_276264	Xeroderma pigmentosum complementation group F
226670	http://www.orpha.net/ORDO/Orphanet_257	Epidermolysis bullosa simplex with muscular dystrophy
233805	http://www.orpha.net/ORDO/Orphanet_1979	Lipodystrophy due to peptidic growth factors deficiency
212066	http://www.orpha.net/ORDO/Orphanet_79329	MGAT2-CDG
617127	http://www.orpha.net/ORDO/Orphanet_140997	Orofaciodigital syndrome
617927	http://www.orpha.net/ORDO/Orphanet_140997	Orofaciodigital syndrome
617563	http://www.orpha.net/ORDO/Orphanet_140997	Orofaciodigital syndrome
617926	http://www.orpha.net/ORDO/Orphanet_140997	Orofaciodigital syndrome
615972	http://www.ebi.ac.uk/efo/EFO_0005569	microphthalmia
614402	http://www.ebi.ac.uk/efo/EFO_0005569	microphthalmia
608189	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis
167800	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis
166300	http://www.orpha.net/ORDO/Orphanet_2774	Multicentric carpo-tarsal osteolysis with or without nephropathy
615486	http://www.orpha.net/ORDO/Orphanet_370088	Acute infantile liver failure-multisystemic involvement syndrome
616483	http://www.orpha.net/ORDO/Orphanet_370088	Acute infantile liver failure-multisystemic involvement syndrome
615438	http://www.orpha.net/ORDO/Orphanet_370088	Acute infantile liver failure-multisystemic involvement syndrome
182690	http://www.orpha.net/ORDO/Orphanet_2820	Spastic paraplegia - nephritis - deafness
137440	http://www.orpha.net/ORDO/Orphanet_356	Gerstmann-Straussler-Scheinker syndrome
300539	http://www.orpha.net/ORDO/Orphanet_93606	Nephrogenic syndrome of inappropriate antidiuresis
612924	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
612923	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
235400	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
612922	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
612926	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
615008	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
609814	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
612925	http://www.orpha.net/ORDO/Orphanet_2134	Atypical hemolytic-uremic syndrome
193700	http://www.orpha.net/ORDO/Orphanet_2053	Freeman-Sheldon syndrome
277720	http://www.orpha.net/ORDO/Orphanet_2053	Freeman-Sheldon syndrome
606353	http://www.orpha.net/ORDO/Orphanet_247604	Juvenile primary lateral sclerosis
147630	http://purl.obolibrary.org/obo/MONDO_0007834	islet cell adenomatosis
193500	http://www.orpha.net/ORDO/Orphanet_894	Waardenburg syndrome type 1
193500	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
193510	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
611584	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
608890	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
606662	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
600193	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
148820	http://www.orpha.net/ORDO/Orphanet_3440	Waardenburg syndrome
300712	http://www.orpha.net/ORDO/Orphanet_163979	X-linked intellectual disability - craniofacioskeletal syndrome
211180	http://www.orpha.net/ORDO/Orphanet_1270	Bowen-Conradi syndrome
122450	http://www.orpha.net/ORDO/Orphanet_231013	Congenital trigeminal anesthesia
229850	http://www.orpha.net/ORDO/Orphanet_2059	Fryns syndrome
273800	http://www.orpha.net/ORDO/Orphanet_849	Glanzmann thrombasthenia
108145	http://www.orpha.net/ORDO/Orphanet_1154	Arthrogryposis with oculomotor limitation and electroretinal anomalies
166350	http://www.orpha.net/ORDO/Orphanet_2762	Progressive osseous heteroplasia
270450	http://www.orpha.net/ORDO/Orphanet_73273	Growth delay due to insulin-like growth factor I resistance
271930	http://www.orpha.net/ORDO/Orphanet_225154	Familial infantile bilateral striatal necrosis
500003	http://www.orpha.net/ORDO/Orphanet_225154	Familial infantile bilateral striatal necrosis
260000	http://www.orpha.net/ORDO/Orphanet_93599	Primary hyperoxaluria type 2
607507	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis
101000	http://www.orpha.net/ORDO/Orphanet_637	Neurofibromatosis type 2
612016	http://www.orpha.net/ORDO/Orphanet_139485	Autosomal recessive ataxia due to ubiquinone deficiency
108010	http://www.orpha.net/ORDO/Orphanet_46724	Cerebral arteriovenous malformation
236680	http://www.orpha.net/ORDO/Orphanet_2189	Hydrolethalus
614120	http://www.orpha.net/ORDO/Orphanet_2189	Hydrolethalus
276600	http://www.orpha.net/ORDO/Orphanet_28378	Tyrosinemia type 2
300009	http://www.orpha.net/ORDO/Orphanet_1652	Dent disease
300555	http://www.orpha.net/ORDO/Orphanet_1652	Dent disease
310468	http://www.orpha.net/ORDO/Orphanet_1652	Dent disease
308990	http://www.orpha.net/ORDO/Orphanet_1652	Dent disease
300554	http://www.orpha.net/ORDO/Orphanet_1652	Dent disease
160980	http://www.orpha.net/ORDO/Orphanet_1359	Carney complex
605244	http://www.orpha.net/ORDO/Orphanet_1359	Carney complex
618648	http://purl.obolibrary.org/obo/MONDO_0021094	immunodeficiency disease
618459	http://purl.obolibrary.org/obo/MONDO_0021094	immunodeficiency disease
618394	http://purl.obolibrary.org/obo/MONDO_0021094	immunodeficiency disease
618534	http://purl.obolibrary.org/obo/MONDO_0021094	immunodeficiency disease
618108	http://purl.obolibrary.org/obo/MONDO_0021094	immunodeficiency disease
122100	http://www.orpha.net/ORDO/Orphanet_98954	Meesmann corneal dystrophy
602501	http://www.orpha.net/ORDO/Orphanet_60040	Megalencephaly-capillary malformation-polymicrogyria syndrome
605258	http://www.orpha.net/ORDO/Orphanet_101089	Hyper-IgM syndrome type 2
211480	http://www.ebi.ac.uk/efo/EFO_1001211	thromboangiitis obliterans
604308	http://www.orpha.net/ORDO/Orphanet_284963	Marfan syndrome type 1
154700	http://www.orpha.net/ORDO/Orphanet_284963	Marfan syndrome type 1
114500	http://www.ebi.ac.uk/efo/EFO_0004142	colorectal neoplasm
613215	http://www.orpha.net/ORDO/Orphanet_217385	17p13.3 microduplication syndrome
602014	http://www.orpha.net/ORDO/Orphanet_30924	Primary hypomagnesemia with secondary hypocalcemia
155980	http://www.orpha.net/ORDO/Orphanet_3034	Delayed membranous cranial ossification
154020	http://www.orpha.net/ORDO/Orphanet_34528	Autosomal dominant primary hypomagnesemia with hypocalciuria
203200	http://www.orpha.net/ORDO/Orphanet_79432	Oculocutaneous albinism type 2
614594	http://www.orpha.net/ORDO/Orphanet_659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques
300918	http://www.orpha.net/ORDO/Orphanet_659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques
604121	http://www.orpha.net/ORDO/Orphanet_314404	Autosomal dominant cerebellar ataxia, deafness and narcolepsy
148350	http://www.orpha.net/ORDO/Orphanet_2202	Palmoplantar keratoderma-deafness syndrome
616361	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
605543	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
607060	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
168601	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
614251	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
607688	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
614203	http://www.orpha.net/ORDO/Orphanet_411602	Hereditary late-onset Parkinson disease
248110	http://www.orpha.net/ORDO/Orphanet_2432	Macrosomia - microphthalmia - cleft palate
612073	http://www.orpha.net/ORDO/Orphanet_1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
160750	http://www.ebi.ac.uk/efo/EFO_0000783	myositis
300860	http://www.orpha.net/ORDO/Orphanet_163956	X-linked intellectual disability, Nascimento type
617088	http://www.orpha.net/ORDO/Orphanet_1505	Short rib-polydactyly syndrome
617102	http://www.orpha.net/ORDO/Orphanet_1505	Short rib-polydactyly syndrome
603457	http://www.orpha.net/ORDO/Orphanet_1135	Arrhinia - choanal atresia - microphthalmia
123100	http://www.orpha.net/ORDO/Orphanet_63440	Isolated oxycephaly
306955	http://www.ebi.ac.uk/efo/EFO_0005269	congenital heart malformation
614980	http://www.ebi.ac.uk/efo/EFO_0005269	congenital heart malformation
254450	http://www.ebi.ac.uk/efo/EFO_0002430	primary myelofibrosis
157980	http://www.orpha.net/ORDO/Orphanet_2563	MOMO syndrome
256800	http://www.orpha.net/ORDO/Orphanet_642	Hereditary sensory and autonomic neuropathy type 4
304700	http://www.orpha.net/ORDO/Orphanet_52368	Mohr-Tranebjaerg syndrome
311150	http://www.orpha.net/ORDO/Orphanet_52368	Mohr-Tranebjaerg syndrome
600649	http://www.orpha.net/ORDO/Orphanet_157	Carnitine palmitoyltransferase II deficiency
255110	http://www.orpha.net/ORDO/Orphanet_157	Carnitine palmitoyltransferase II deficiency
608836	http://www.orpha.net/ORDO/Orphanet_157	Carnitine palmitoyltransferase II deficiency
601379	http://www.orpha.net/ORDO/Orphanet_97340	Hunter-McAlpine craniosynostosis
115250	http://www.orpha.net/ORDO/Orphanet_53296	Familial cutaneous collagenoma
137215	http://purl.obolibrary.org/obo/MONDO_0007648	hereditary diffuse gastric adenocarcinoma
300582	http://www.orpha.net/ORDO/Orphanet_314795	SHOX-related short stature
300624	http://www.orpha.net/ORDO/Orphanet_908	Fragile X syndrome
300778	http://www.orpha.net/ORDO/Orphanet_98955	Lisch epithelial corneal dystrophy
265800	http://www.orpha.net/ORDO/Orphanet_763	Pycnodysostosis
263700	http://www.orpha.net/ORDO/Orphanet_79277	Congenital erythropoietic porphyria
193240	http://www.orpha.net/ORDO/Orphanet_2997	Ptosis - vocal cord paralysis
602485	http://www.orpha.net/ORDO/Orphanet_79299	Hyperinsulinism due to glucokinase deficiency
133180	http://www.ebi.ac.uk/efo/EFO_0000218	acute erythroleukemia
614924	http://www.orpha.net/ORDO/Orphanet_314051	Leukoencephalopathy - thalamus and brainstem anomalies - high lactate
617025	http://www.orpha.net/ORDO/Orphanet_64754	Nevus comedonicus syndrome
617433	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
604393	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
614500	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613660	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617871	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613758	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
610282	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615565	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
608133	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
612165	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
180210	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
609913	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
614494	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
268060	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
602594	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
616188	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
618195	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617123	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613809	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
180100	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
616544	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
312612	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
607921	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613428	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613617	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
400004	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
610599	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
616562	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
268025	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
610359	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
268000	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
602772	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600852	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
604232	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617460	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
312600	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613861	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613731	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613983	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
300155	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613810	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
300029	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
609923	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613750	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613767	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613575	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617304	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613794	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617781	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
601414	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613582	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
612572	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613341	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615922	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
618220	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613756	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613581	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613194	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615725	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600132	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
606068	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
614180	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615434	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600105	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
612943	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
616394	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
614181	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613464	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
618613	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600059	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613862	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
607476	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
618173	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
617023	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613769	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615780	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600138	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
616469	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
615233	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
601718	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
612712	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
612095	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
608380	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
180104	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
300424	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613827	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
180105	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
611131	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
300605	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
618345	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
613801	http://www.orpha.net/ORDO/Orphanet_791	Retinitis pigmentosa
600143	http://www.orpha.net/ORDO/Orphanet_228354	CLN8 disease
256690	http://www.orpha.net/ORDO/Orphanet_2673	Neurofaciodigitorenal syndrome
614416	http://www.orpha.net/ORDO/Orphanet_293925	Lethal occipital encephalocele-skeletal dysplasia syndrome
228250	http://www.orpha.net/ORDO/Orphanet_1986	Gollop-Wolfgang complex
225320	http://www.orpha.net/ORDO/Orphanet_230851	Ehlers-Danlos syndrome, cardiac valvular type
606952	http://www.orpha.net/ORDO/Orphanet_79434	Oculocutaneous albinism type 1B
607086	http://www.ebi.ac.uk/efo/EFO_0001666	aortic aneurysm
613093	http://www.orpha.net/ORDO/Orphanet_49382	Achromatopsia
616517	http://www.orpha.net/ORDO/Orphanet_49382	Achromatopsia
